#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MPK7	RING1A	3702.AT2G18170.1	3702.AT5G44280.2	0	0	0	0	0.047	0	0.447	0	0.450
MPK9	RING1B	3702.AT3G18040.1	3702.AT1G03770.2	0	0	0	0	0.047	0	0.447	0	0.450
MPK9	RING1A	3702.AT3G18040.1	3702.AT5G44280.2	0	0	0	0	0.047	0	0.447	0	0.450
MSI1	RING1B	3702.AT5G58230.1	3702.AT1G03770.2	0	0	0	0	0.091	0.082	0.617	0.642	0.870
MSI1	MSI2	3702.AT5G58230.1	3702.AT2G16780.1	0	0	0	0.949	0	0	0.720	0.615	0.728
MSI1	SUVR5	3702.AT5G58230.1	3702.AT2G23740.2	0	0	0	0	0.042	0.698	0.660	0.257	0.917
MSI1	SWN	3702.AT5G58230.1	3702.AT4G02020.1	0	0	0	0	0.046	0.905	0.962	0.929	0.999
MSI1	VRN2	3702.AT5G58230.1	3702.AT4G16845.1	0	0	0	0	0	0.859	0.951	0.856	0.998
MSI1	NFC5	3702.AT5G58230.1	3702.AT4G29730.1	0	0	0	0.784	0.269	0	0.720	0.626	0.814
MSI1	MSI3	3702.AT5G58230.1	3702.AT4G35050.1	0	0	0	0.945	0	0	0.720	0.590	0.728
MSI1	TFL2	3702.AT5G58230.1	3702.AT5G17690.1	0	0	0	0	0.128	0.650	0.174	0.953	0.986
MSI1	RING1A	3702.AT5G58230.1	3702.AT5G44280.2	0	0	0	0	0.091	0.082	0.617	0.654	0.874
MSI1	RAT5	3702.AT5G58230.1	3702.AT5G54640.1	0	0	0	0	0.049	0.184	0.451	0.189	0.608
MSI2	RING1B	3702.AT2G16780.1	3702.AT1G03770.2	0	0	0	0	0.091	0.082	0.617	0.106	0.676
MSI2	RAT5	3702.AT2G16780.1	3702.AT5G54640.1	0	0	0	0	0.065	0.184	0.451	0.189	0.614
MSI2	RING1A	3702.AT2G16780.1	3702.AT5G44280.2	0	0	0	0	0.091	0.082	0.617	0.106	0.676
MSI2	NFC5	3702.AT2G16780.1	3702.AT4G29730.1	0	0	0	0.784	0	0	0.720	0.852	0.771
MSI2	MSI3	3702.AT2G16780.1	3702.AT4G35050.1	0	0	0	0.982	0.259	0	0.720	0.931	0.787
MSI2	VRN2	3702.AT2G16780.1	3702.AT4G16845.1	0	0	0	0	0	0.730	0.531	0.279	0.900
MSI2	SUVR5	3702.AT2G16780.1	3702.AT2G23740.2	0	0	0	0	0.042	0.698	0.660	0.109	0.900
MSI2	SWN	3702.AT2G16780.1	3702.AT4G02020.1	0	0	0	0	0.046	0.772	0.638	0.293	0.936
MSI3	RING1B	3702.AT4G35050.1	3702.AT1G03770.2	0	0	0	0	0.091	0.082	0.617	0.106	0.676
MSI3	SUVR5	3702.AT4G35050.1	3702.AT2G23740.2	0	0	0	0	0.042	0.698	0.660	0.109	0.900
MSI3	SWN	3702.AT4G35050.1	3702.AT4G02020.1	0	0	0	0	0.046	0.772	0.638	0.293	0.936
MSI3	VRN2	3702.AT4G35050.1	3702.AT4G16845.1	0	0	0	0	0	0.730	0.531	0.279	0.900
MSI3	NFC5	3702.AT4G35050.1	3702.AT4G29730.1	0	0	0	0.788	0	0	0.720	0.825	0.768
MSI3	RAT5	3702.AT4G35050.1	3702.AT5G54640.1	0	0	0	0	0.065	0.184	0.451	0.189	0.614
MSI3	RING1A	3702.AT4G35050.1	3702.AT5G44280.2	0	0	0	0	0.091	0.082	0.617	0.106	0.676
NEK6	RMA1	3702.AT3G44200.1	3702.AT4G03510.1	0	0	0	0	0	0	0	0.548	0.548
NEK6	SDIR1	3702.AT3G44200.1	3702.AT3G55530.1	0	0	0	0	0	0	0	0.590	0.590
NFC5	RING1B	3702.AT4G29730.1	3702.AT1G03770.2	0	0	0	0	0.091	0.082	0.617	0.223	0.718
NFC5	SUVR5	3702.AT4G29730.1	3702.AT2G23740.2	0	0	0	0	0.042	0.698	0.660	0.109	0.900
NFC5	SWN	3702.AT4G29730.1	3702.AT4G02020.1	0	0	0	0	0.046	0.772	0.638	0.679	0.971
NFC5	VRN2	3702.AT4G29730.1	3702.AT4G16845.1	0	0	0	0	0	0.730	0.531	0.569	0.940
NFC5	TFL2	3702.AT4G29730.1	3702.AT5G17690.1	0	0	0	0	0.128	0.154	0.174	0.446	0.618
NFC5	RAT5	3702.AT4G29730.1	3702.AT5G54640.1	0	0	0	0	0.049	0.184	0.451	0.276	0.650
NFC5	RING1A	3702.AT4G29730.1	3702.AT5G44280.2	0	0	0	0	0.091	0.082	0.617	0.436	0.795
NIP2	RING	3702.AT2G17730.2	3702.AT4G19700.1	0	0	0	0	0	0.047	0	0.581	0.583
NLA	SDIR1	3702.AT1G02860.1	3702.AT3G55530.1	0	0	0	0	0	0	0	0.709	0.709
NLA	UBC8	3702.AT1G02860.1	3702.AT5G41700.4	0	0	0	0	0	0	0	0.723	0.723
PDIL5-1	UNE12	3702.AT1G07960.2	3702.AT4G02590.1	0	0	0	0	0	0	0	0.527	0.527
PFT1	RING1B	3702.AT1G25540.1	3702.AT1G03770.2	0	0	0	0	0.056	0	0	0.476	0.484
PFT1	VRN2	3702.AT1G25540.1	3702.AT4G16845.1	0	0	0	0	0	0	0	0.478	0.478
PFT1	RING1A	3702.AT1G25540.1	3702.AT5G44280.2	0	0	0	0	0.056	0	0	0.476	0.484
PFT1	SWN	3702.AT1G25540.1	3702.AT4G02020.1	0	0	0	0	0.044	0.843	0	0.628	0.939
PGDH	RING1B	3702.AT1G17745.2	3702.AT1G03770.2	0	0	0	0	0	0.077	0.449	0.079	0.490
PGDH	RING1A	3702.AT1G17745.2	3702.AT5G44280.2	0	0	0	0	0	0.077	0.449	0.079	0.490
PGDH	SCE1	3702.AT1G17745.2	3702.AT3G57870.1	0	0	0	0	0	0.051	0.328	0.383	0.572
PSAL	YUC11	3702.AT4G12800.1	3702.AT1G21430.1	0	0	0	0	0	0	0	0.637	0.637
PSAL	YUC10	3702.AT4G12800.1	3702.AT1G48910.1	0	0	0	0	0	0	0	0.637	0.637
RAT5	RING1B	3702.AT5G54640.1	3702.AT1G03770.2	0	0	0	0	0	0.207	0.448	0.320	0.676
RAT5	UBC1	3702.AT5G54640.1	3702.AT1G14400.1	0	0	0	0	0.069	0.127	0.252	0.319	0.530
RAT5	UBC29	3702.AT5G54640.1	3702.AT2G16740.1	0	0	0	0	0	0.127	0.375	0.109	0.471
RAT5	SUVR5	3702.AT5G54640.1	3702.AT2G23740.2	0	0	0	0	0.043	0.183	0.667	0.075	0.726
RAT5	UBC11	3702.AT5G54640.1	3702.AT3G08690.2	0	0	0	0	0	0.127	0.375	0.109	0.471
RAT5	SCE1	3702.AT5G54640.1	3702.AT3G57870.1	0	0	0	0	0	0.127	0.656	0.080	0.699
RAT5	SWN	3702.AT5G54640.1	3702.AT4G02020.1	0	0	0	0	0	0.180	0.449	0.076	0.546
RAT5	TFL2	3702.AT5G54640.1	3702.AT5G17690.1	0	0	0	0	0.046	0.130	0.652	0.079	0.698
RAT5	UBC8	3702.AT5G54640.1	3702.AT5G41700.4	0	0	0	0	0	0.127	0.375	0.109	0.471
RAT5	RING1A	3702.AT5G54640.1	3702.AT5G44280.2	0	0	0	0	0	0.207	0.448	0.320	0.676
RAT5	UBC10	3702.AT5G54640.1	3702.AT5G53300.1	0	0	0	0	0	0.127	0.375	0.109	0.471
RDM4	UNE12	3702.AT2G30280.1	3702.AT4G02590.1	0	0	0	0	0	0	0	0.544	0.544
RGLG1	RGLG2	3702.AT3G01650.1	3702.AT5G14420.2	0	0	0	0.975	0.123	0.443	0	0.960	0.502
RGLG1	SDIR1	3702.AT3G01650.1	3702.AT3G55530.1	0	0	0	0	0.053	0	0	0.520	0.526
RGLG2	SDIR1	3702.AT5G14420.2	3702.AT3G55530.1	0	0	0	0	0.053	0	0	0.580	0.585
RGLG2	RMA1	3702.AT5G14420.2	3702.AT4G03510.1	0	0	0	0	0	0	0	0.616	0.616
RHA2A	UBC11	3702.AT1G15100.1	3702.AT3G08690.2	0	0	0	0	0	0.090	0.168	0.273	0.401
RHA2A	SDIR1	3702.AT1G15100.1	3702.AT3G55530.1	0	0	0	0	0	0	0	0.796	0.796
RING1A	RING1B	3702.AT5G44280.2	3702.AT1G03770.2	0	0	0	0.929	0	0	0.720	0.981	0.739
RING1A	UBC1	3702.AT5G44280.2	3702.AT1G14400.1	0	0	0	0	0	0.159	0.271	0.541	0.694
RING1A	UBC29	3702.AT5G44280.2	3702.AT2G16740.1	0	0	0	0	0.048	0.203	0.271	0.106	0.439
RING1A	SUVR5	3702.AT5G44280.2	3702.AT2G23740.2	0	0	0	0	0	0.125	0.676	0.076	0.715
RING1A	UBC11	3702.AT5G44280.2	3702.AT3G08690.2	0	0	0	0	0.048	0.203	0.271	0.106	0.439
RING1A	SCE1	3702.AT5G44280.2	3702.AT3G57870.1	0	0	0	0	0.049	0.159	0.678	0.079	0.731
RING1A	SWN	3702.AT5G44280.2	3702.AT4G02020.1	0	0	0	0	0	0.138	0.758	0.889	0.975
RING1A	VRN2	3702.AT5G44280.2	3702.AT4G16845.1	0	0	0	0	0	0	0.629	0.810	0.926
RING1A	TFL2	3702.AT5G44280.2	3702.AT5G17690.1	0	0	0	0	0.053	0.150	0.677	0.976	0.993
RING1A	UBC8	3702.AT5G44280.2	3702.AT5G41700.4	0	0	0	0	0.048	0.203	0.271	0.106	0.439
RING1A	UBC10	3702.AT5G44280.2	3702.AT5G53300.1	0	0	0	0	0.048	0.203	0.271	0.106	0.439
RING1A	UBC27	3702.AT5G44280.2	3702.AT5G50870.2	0	0	0	0	0	0.159	0.271	0.458	0.639
RING1B	UBC29	3702.AT1G03770.2	3702.AT2G16740.1	0	0	0	0	0.048	0.203	0.271	0.106	0.439
RING1B	UBC8	3702.AT1G03770.2	3702.AT5G41700.4	0	0	0	0	0.048	0.203	0.271	0.106	0.439
RING1B	UBC10	3702.AT1G03770.2	3702.AT5G53300.1	0	0	0	0	0.048	0.203	0.271	0.106	0.439
RING1B	UBC11	3702.AT1G03770.2	3702.AT3G08690.2	0	0	0	0	0.048	0.203	0.271	0.106	0.439
RING1B	UBC27	3702.AT1G03770.2	3702.AT5G50870.2	0	0	0	0	0	0.159	0.271	0.505	0.670
RING1B	UBC1	3702.AT1G03770.2	3702.AT1G14400.1	0	0	0	0	0	0.159	0.271	0.572	0.714
RING1B	SUVR5	3702.AT1G03770.2	3702.AT2G23740.2	0	0	0	0	0	0.125	0.676	0.076	0.715
RING1B	SCE1	3702.AT1G03770.2	3702.AT3G57870.1	0	0	0	0	0.049	0.159	0.678	0.079	0.731
RING1B	VRN2	3702.AT1G03770.2	3702.AT4G16845.1	0	0	0	0	0	0	0.629	0.805	0.924
RING1B	SWN	3702.AT1G03770.2	3702.AT4G02020.1	0	0	0	0	0	0.138	0.758	0.876	0.971
RING1B	TFL2	3702.AT1G03770.2	3702.AT5G17690.1	0	0	0	0	0.053	0.150	0.677	0.947	0.984
RMA1	UBC11	3702.AT4G03510.1	3702.AT3G08690.2	0	0	0	0	0	0.173	0.253	0.243	0.492
RMA1	SDIR1	3702.AT4G03510.1	3702.AT3G55530.1	0	0	0	0	0	0	0	0.754	0.754
RMA1	UBC27	3702.AT4G03510.1	3702.AT5G50870.2	0	0	0	0	0	0.214	0.253	0.075	0.409
SCE1	UBC1	3702.AT3G57870.1	3702.AT1G14400.1	0	0	0	0.890	0.150	0.078	0.638	0.701	0.715
SCE1	UBC29	3702.AT3G57870.1	3702.AT2G16740.1	0	0	0	0.854	0.042	0.647	0.638	0.544	0.877
SCE1	SUVR5	3702.AT3G57870.1	3702.AT2G23740.2	0	0	0	0	0	0.515	0.447	0.175	0.759
SCE1	UBC11	3702.AT3G57870.1	3702.AT3G08690.2	0	0	0	0.856	0.042	0.647	0.638	0.671	0.879
SCE1	VRN2	3702.AT3G57870.1	3702.AT4G16845.1	0	0	0	0	0	0.072	0.675	0.048	0.687
SCE1	TFL2	3702.AT3G57870.1	3702.AT5G17690.1	0	0	0	0	0.106	0.184	0.677	0.053	0.746
SCE1	UBC8	3702.AT3G57870.1	3702.AT5G41700.4	0	0	0	0.863	0.042	0.647	0.638	0.624	0.877
SCE1	UBC10	3702.AT3G57870.1	3702.AT5G53300.1	0	0	0	0.861	0.042	0.647	0.638	0.734	0.880
SCE1	UBC27	3702.AT3G57870.1	3702.AT5G50870.2	0	0	0	0.782	0.112	0.980	0.674	0.739	0.994
SDIR1	UBC11	3702.AT3G55530.1	3702.AT3G08690.2	0	0	0	0	0	0.090	0.168	0.419	0.521
SDIR1	UBC8	3702.AT3G55530.1	3702.AT5G41700.4	0	0	0	0	0	0.090	0.168	0.519	0.604
SDIR1	SINAT2	3702.AT3G55530.1	3702.AT3G58040.1	0	0	0	0	0	0	0	0.620	0.620
SUVR5	UBC1	3702.AT2G23740.2	3702.AT1G14400.1	0	0	0	0	0	0.162	0.420	0.113	0.531
SUVR5	UBC29	3702.AT2G23740.2	3702.AT2G16740.1	0	0	0	0	0	0.162	0.420	0.053	0.499
SUVR5	UBC10	3702.AT2G23740.2	3702.AT5G53300.1	0	0	0	0	0	0.162	0.420	0.053	0.499
SUVR5	UBC11	3702.AT2G23740.2	3702.AT3G08690.2	0	0	0	0	0	0.162	0.420	0.053	0.499
SUVR5	UBC8	3702.AT2G23740.2	3702.AT5G41700.4	0	0	0	0	0	0.162	0.420	0.053	0.499
SUVR5	UBC27	3702.AT2G23740.2	3702.AT5G50870.2	0	0	0	0	0.076	0.162	0.420	0.053	0.517
SUVR5	SWN	3702.AT2G23740.2	3702.AT4G02020.1	0	0	0	0.544	0.057	0.496	0.366	0.458	0.737
SUVR5	VRN2	3702.AT2G23740.2	3702.AT4G16845.1	0	0	0	0	0	0.721	0.539	0.144	0.880
SUVR5	TFL2	3702.AT2G23740.2	3702.AT5G17690.1	0	0	0	0	0	0.882	0.476	0.594	0.972
SWN	TFL2	3702.AT4G02020.1	3702.AT5G17690.1	0	0	0	0	0	0.241	0.258	0.876	0.924
SWN	VRN2	3702.AT4G02020.1	3702.AT4G16845.1	0	0	0	0	0.078	0.950	0.962	0.985	0.999
TFL2	VRN2	3702.AT5G17690.1	3702.AT4G16845.1	0	0	0	0	0	0.643	0.253	0.916	0.976
UBC1	VRN2	3702.AT1G14400.1	3702.AT4G16845.1	0	0	0	0	0	0.046	0.255	0.396	0.533
UBC1	UBC29	3702.AT1G14400.1	3702.AT2G16740.1	0	0	0	0.924	0	0.438	0.451	0.495	0.689
UBC1	UBC11	3702.AT1G14400.1	3702.AT3G08690.2	0	0	0	0.927	0.112	0.438	0.451	0.891	0.721
UBC1	UBC27	3702.AT1G14400.1	3702.AT5G50870.2	0	0	0	0.848	0.123	0	0.678	0.677	0.735
UBC1	UBC8	3702.AT1G14400.1	3702.AT5G41700.4	0	0	0	0.919	0.170	0.438	0.451	0.914	0.742
UBC1	UBC10	3702.AT1G14400.1	3702.AT5G53300.1	0	0	0	0.928	0.198	0.438	0.451	0.850	0.747
UBC10	UBC27	3702.AT5G53300.1	3702.AT5G50870.2	0	0	0	0.904	0.046	0.745	0.638	0.823	0.911
UBC11	UBC27	3702.AT3G08690.2	3702.AT5G50870.2	0	0	0	0.905	0.046	0.745	0.638	0.823	0.911
UBC27	UBC29	3702.AT5G50870.2	3702.AT2G16740.1	0	0	0	0.896	0.046	0.745	0.638	0.678	0.910
UBC27	UBC8	3702.AT5G50870.2	3702.AT5G41700.4	0	0	0	0.909	0.046	0.745	0.638	0.882	0.911
